Subset,Cross-Validated MSE,Best_Subset,Best_MSE
"[0, 1, 3, 5, 6, 9]",152.0617696423595,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 5, 6, 10]",225.92729827826588,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 5, 7, 8]",144.30514753392384,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 5, 7, 9]",146.16260393370183,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 5, 7, 10]",220.9553831551625,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 5, 8, 9]",144.8090095457529,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 5, 8, 10]",219.15102512165723,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 5, 9, 10]",221.2960390159029,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 6, 7, 8]",151.99987652551755,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 6, 7, 9]",154.3521764029609,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 6, 7, 10]",228.88692337116004,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 6, 8, 9]",151.89114620370793,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 6, 8, 10]",226.02525365064503,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 6, 9, 10]",228.68252762632278,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 7, 8, 9]",146.45236278888734,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 7, 8, 10]",221.4573067049708,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 7, 9, 10]",223.500198514906,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 3, 8, 9, 10]",221.46703225793544,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 5, 6, 7]",151.63717000452363,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 5, 6, 8]",149.53824774215443,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 5, 6, 9]",152.3290701560803,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 5, 6, 10]",226.22337315400637,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 5, 7, 8]",144.06414038129734,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 5, 7, 9]",146.17213691284812,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 5, 7, 10]",220.74430759871694,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 5, 8, 9]",144.96749575225712,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 5, 8, 10]",219.34772817994207,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 5, 9, 10]",221.7103623700006,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 6, 7, 8]",151.76622644914215,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 6, 7, 9]",154.39490786700105,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 6, 7, 10]",228.7140848548974,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 6, 8, 9]",152.04881661263278,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 6, 8, 10]",226.2767254015993,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 6, 9, 10]",229.18652242079443,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 7, 8, 9]",146.35852657408276,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 7, 8, 10]",221.1981788390427,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 7, 9, 10]",223.47575511784513,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 8, 9, 10]",221.84357394281747,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 6, 7, 8]",74.72603700177358,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 6, 7, 9]",76.9753644432858,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 6, 7, 10]",151.45731957348207,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 6, 8, 9]",75.1441674312707,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 6, 8, 10]",149.20334139601454,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 6, 9, 10]",151.92603176138286,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 7, 8, 9]",69.26476509176035,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 7, 8, 10]",144.10923046033864,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 7, 9, 10]",146.1368575670077,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 8, 9, 10]",144.77768447877938,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 6, 7, 8, 9]",77.07994252879959,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 6, 7, 8, 10]",151.69203120804787,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 6, 7, 9, 10]",154.25948866290966,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 6, 8, 9, 10]",151.7615007820983,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 7, 8, 9, 10]",146.4527583270995,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 6]",226.0314150340151,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 7]",220.5182861696404,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 8]",219.659830862559,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 9]",221.25113107959868,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 10]",295.98397541413834,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 6, 7]",228.71365204587315,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 6, 8]",226.74078428709558,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 6, 9]",228.88277581729727,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 6, 10]",303.55595290901715,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 7, 8]",221.6744858676111,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 7, 9]",223.19969411952383,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 7, 10]",298.5448272968827,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 8, 9]",222.067219571051,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 8, 10]",297.134818228236,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 9, 10]",299.0144112850552,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 6, 7]",151.10786262896676,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 6, 8]",149.6113232074124,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 6, 9]",151.43324574124574,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 6, 10]",226.06947648597844,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 7, 8]",144.3691829637803,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 7, 9]",145.4895994968572,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 7, 10]",220.89026872491905,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 8, 9]",144.91267173956024,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 8, 10]",219.6215665774451,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 9, 10]",221.53765184252674,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 6, 7, 8]",152.19385452703872,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 6, 7, 9]",153.86147934700475,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 6, 7, 10]",228.9202780981609,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 6, 8, 9]",152.12270708404577,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 6, 8, 10]",226.5493218994496,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 6, 9, 10]",228.99251873127332,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 7, 8, 9]",146.6993900553842,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 7, 8, 10]",221.79740252796128,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 7, 9, 10]",223.5993135861682,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 8, 9, 10]",222.08315068236206,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 6, 7]",151.0037467515914,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 6, 8]",149.62421711812448,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 6, 9]",151.73143315532295,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 6, 10]",226.03257119360742,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 7, 8]",144.12964940750368,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 7, 9]",145.52826890101272,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 7, 10]",220.50139348670308,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 8, 9]",145.07502938563874,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 8, 10]",219.58862545070906,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 9, 10]",221.63066244469482,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 6, 7, 8]",151.95068419661774,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 6, 7, 9]",153.92805957749334,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 6, 7, 10]",228.83126970168996,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 6, 8, 9]",152.27422811140724,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 6, 8, 10]",226.85192800403593,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 6, 9, 10]",229.40001610998735,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 7, 8, 9]",146.5977397150069,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 7, 8, 10]",221.7506192190486,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 7, 9, 10]",223.68091808593454,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 8, 9, 10]",222.50309569047414,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 6, 7, 8]",74.74865827303914,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 6, 7, 9]",76.2608611045193,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 6, 7, 10]",151.31075855659498,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 6, 8, 9]",75.20371115599025,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 6, 8, 10]",149.4470841480727,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 6, 9, 10]",152.0111873223415,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 7, 8, 9]",69.30789839184648,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 7, 8, 10]",144.19082930129747,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 7, 9, 10]",146.04121129988067,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 8, 9, 10]",145.10707883236802,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 6, 7, 8, 9]",77.29613482149722,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 6, 7, 8, 10]",151.93623737630674,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 6, 7, 9, 10]",154.33425335025913,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 6, 8, 9, 10]",152.22771539247725,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 7, 8, 9, 10]",146.74745727645015,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 6, 7]",151.4247645985447,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 6, 8]",149.63956877348687,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 6, 9]",151.81132948854997,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 6, 10]",225.85403940083992,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 7, 8]",144.3671949892455,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 7, 9]",145.85262409493527,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 7, 10]",220.6649406412017,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 8, 9]",144.9819455826651,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 8, 10]",219.39991212625145,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 9, 10]",221.24391694748596,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 6, 7, 8]",152.15599492958708,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 6, 7, 9]",154.18013821988956,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 6, 7, 10]",228.98762079726967,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 6, 8, 9]",152.1473621336831,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 6, 8, 10]",226.68664468015413,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 6, 9, 10]",229.05813561173673,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 7, 8, 9]",146.68216483446537,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 7, 8, 10]",221.90975787017405,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 7, 9, 10]",223.66041981733105,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 8, 9, 10]",222.16205480009876,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 6, 7, 8]",74.90191812672886,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 6, 7, 9]",76.55868141833751,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 6, 7, 10]",151.30723093501786,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 6, 8, 9]",75.0876884210539,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 6, 8, 10]",149.15654889101447,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 6, 9, 10]",151.47504050476218,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 7, 8, 9]",69.37246376219055,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 7, 8, 10]",144.31752791702132,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 7, 9, 10]",145.93664756745252,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 8, 9, 10]",144.6889760901849,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 6, 7, 8, 9]",77.31203897623217,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 6, 7, 8, 10]",152.1228855883986,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 6, 7, 9, 10]",154.27653655822766,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 6, 8, 9, 10]",151.8973966690994,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 7, 8, 9, 10]",146.85227120567197,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 6, 7, 8]",74.72127463256679,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 6, 7, 9]",76.64283909933849,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 6, 7, 10]",151.1215201536424,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 6, 8, 9]",75.25017292674848,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 6, 8, 10]",149.40508543814894,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 6, 9, 10]",151.81355092932037,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 7, 8, 9]",69.31946678430653,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 7, 8, 10]",144.14043207582287,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 7, 9, 10]",145.8499602422982,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 8, 9, 10]",145.0179882865263,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 6, 7, 8, 9]",77.27694194393024,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 6, 7, 8, 10]",152.10906237439633,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 6, 7, 9, 10]",154.37258806176538,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 6, 8, 9, 10]",152.41127523314657,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 7, 8, 9, 10]",146.94135386141073,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 5, 6, 7, 8, 9]",0.0352293851599004,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 5, 6, 7, 8, 10]",74.60562985412287,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 5, 6, 7, 9, 10]",76.73655772141481,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 5, 6, 8, 9, 10]",75.01419263179343,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 5, 7, 8, 9, 10]",69.3916760381218,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 6, 7, 8, 9, 10]",77.37849547950891,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 6]",226.3029740618782,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 7]",220.64106783814964,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 8]",219.48191736312054,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 9]",221.4347647722856,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 10]",296.4328771617505,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 6, 7]",228.9404213897914,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 6, 8]",226.70434012184606,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
